carat,cut,color,clarity,depth_percentage,table,length,width,depth,price
0.74,Very Good,E,VVS1,63.5,58.0,5.78,5.72,3.65,3993
1.0,Good,G,VS2,59.1,62.0,6.42,6.45,3.8,6369
0.52,Ideal,D,SI1,62.9,56.0,5.16,5.11,3.23,1605
1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,5296
1.51,Premium,I,SI2,60.4,56.0,7.4,7.36,4.46,7577
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2434
1.84,Premium,H,SI2,61.0,58.0,7.97,7.87,4.81,7922
0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,878
0.4,Ideal,G,VS1,62.8,56.0,4.7,4.67,2.94,1125
1.2,Ideal,I,VS2,62.1,57.0,6.78,6.71,4.19,5914
0.9,Very Good,I,VS2,58.7,60.0,6.28,6.35,3.71,3709
0.23,Premium,E,VVS2,60.9,60.0,3.99,3.96,2.42,680
0.53,Very Good,F,SI1,61.7,55.0,5.22,5.24,3.23,1370
0.3,Premium,G,VS1,61.9,59.0,4.3,4.32,2.67,605
1.25,Premium,H,SI1,62.2,57.0,6.91,6.85,4.28,6783
0.36,Ideal,E,VS2,62.1,55.0,4.58,4.54,2.83,1013
0.71,Very Good,F,VVS2,62.0,56.0,5.71,5.74,3.55,3612
2.06,Very Good,G,SI2,59.0,58.0,8.3,8.38,4.92,15938
0.8,Ideal,D,SI2,61.9,54.0,5.98,5.96,3.7,3682
0.7,Ideal,H,VS1,61.0,56.0,5.74,5.76,3.51,2492
1.0,Very Good,H,SI1,62.8,56.0,6.33,6.37,3.99,4830
0.7,Good,F,VS1,63.8,58.0,5.61,5.58,3.57,2919
2.01,Premium,I,VS2,61.0,61.0,8.15,7.99,4.92,16778
1.07,Very Good,E,SI1,60.4,63.0,6.67,6.6,4.01,4314
1.19,Ideal,H,VVS2,61.6,56.0,6.78,6.86,4.2,7651
1.13,Fair,I,VS2,55.9,67.0,7.05,6.94,3.9,4695
1.29,Ideal,E,VVS2,59.8,59.0,7.07,7.11,4.24,13530
0.51,Ideal,J,VS1,61.6,54.0,5.14,5.18,3.18,988
1.3,Ideal,D,SI1,62.2,56.0,6.98,6.94,4.33,9275
1.35,Premium,H,VS2,60.5,62.0,7.16,7.11,4.32,6093
0.51,Good,D,VS2,63.7,57.0,5.0,5.05,3.2,1549
0.77,Very Good,F,VVS1,60.2,58.0,5.93,5.97,3.58,4399
0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,646
1.29,Very Good,F,SI2,63.4,57.0,6.92,6.77,4.35,4977
0.31,Premium,G,VS2,61.8,58.0,4.35,4.39,2.7,435
0.54,Premium,D,VS1,61.1,58.0,5.3,5.24,3.22,2100
0.57,Ideal,E,VVS1,62.3,53.5,5.29,5.33,3.31,2632
1.1,Ideal,E,I1,61.9,56.0,6.63,6.59,4.09,3942
0.34,Ideal,D,VS2,62.1,55.0,4.49,4.46,2.78,923
0.7,Very Good,G,VS2,61.3,57.0,5.66,5.7,3.48,2433
0.33,Premium,G,VS2,60.9,56.0,4.5,4.46,2.73,743
0.31,Ideal,E,VVS1,61.7,56.0,4.38,4.4,2.71,853
0.5,Ideal,E,SI2,61.1,58.0,5.09,5.13,3.12,1185
0.31,Premium,E,VS2,62.6,58.0,4.29,4.33,2.7,680
0.7,Premium,G,SI2,61.9,58.0,5.64,5.6,3.48,2268
0.41,Good,F,VVS2,63.6,56.0,4.72,4.68,2.99,1064
1.17,Good,H,SI2,63.8,58.0,6.57,6.73,4.24,4826
0.72,Good,H,SI1,63.7,59.0,5.68,5.63,3.6,2398
0.7,Premium,E,VS2,63.0,60.0,5.64,5.6,3.54,2818
0.63,Ideal,E,VS1,61.9,55.0,5.46,5.5,3.4,2565
2.02,Premium,G,SI2,60.1,59.0,8.29,8.21,4.96,17099
0.51,Very Good,H,VS1,60.7,56.0,5.18,5.21,3.16,1628
0.32,Ideal,I,VS2,62.2,57.0,4.42,4.39,2.74,576
0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,541
1.2,Ideal,G,VS2,62.6,57.0,6.74,6.81,4.24,7413
2.05,Ideal,J,VS1,61.4,59.0,8.16,8.13,5.0,16793
0.64,Fair,F,VS2,57.0,62.5,5.67,5.78,3.26,2063
0.3,Ideal,E,VVS2,61.2,56.0,4.34,4.38,2.67,742
1.01,Fair,D,SI1,63.5,58.0,6.35,6.25,4.0,4751
0.37,Premium,H,SI1,63.0,58.0,4.59,4.55,2.88,666
1.01,Very Good,E,SI2,62.0,60.0,6.36,6.41,3.96,4445
0.55,Very Good,G,SI1,60.1,61.0,5.32,5.29,3.19,1316
0.27,Ideal,E,VS1,61.6,57.0,4.16,4.12,2.55,603
0.71,Premium,F,VS1,60.1,62.0,5.77,5.74,3.46,2790
0.44,Good,H,SI1,63.5,57.0,4.82,4.85,3.07,733
0.57,Ideal,G,VVS2,61.7,56.0,5.33,5.3,3.28,2206
1.0,Good,H,SI2,59.0,61.0,6.42,6.46,3.8,3991
1.04,Good,G,VS1,58.9,64.0,6.6,6.64,3.9,6151
0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,2056
1.11,Very Good,H,SI2,63.4,55.0,6.54,6.51,4.14,4028
0.52,Ideal,D,VS2,61.8,55.0,5.19,5.16,3.2,1919
0.32,Very Good,F,VVS1,62.8,60.0,4.32,4.34,2.72,834
0.81,Good,G,SI2,59.2,64.0,6.11,6.15,3.63,2474
0.54,Premium,G,VS2,61.0,60.0,5.24,5.18,3.18,1637
1.0,Very Good,D,VS2,62.4,57.0,6.36,6.4,3.98,8138
0.93,Ideal,G,SI1,62.2,58.0,6.2,6.24,3.87,4666
1.06,Ideal,H,SI2,59.4,57.0,6.67,6.63,3.95,4452
0.35,Ideal,D,VS2,60.5,56.0,4.63,4.6,2.79,907
1.07,Ideal,E,SI1,61.4,55.0,6.57,6.62,4.05,6561
0.4,Ideal,D,VS2,62.3,57.0,4.75,4.72,2.95,1050
1.07,Premium,H,SI1,62.2,57.0,6.57,6.48,4.06,5055
0.4,Good,I,SI1,63.2,55.0,4.68,4.72,2.97,596
0.32,Premium,G,SI2,61.6,59.0,4.38,4.35,2.69,540
0.71,Very Good,F,VS2,62.2,56.0,5.7,5.72,3.55,2662
1.08,Very Good,G,VVS2,63.1,56.0,6.58,6.51,4.13,7862
0.33,Ideal,E,VVS2,60.7,55.0,4.49,4.5,2.73,898
1.2,Premium,I,VS2,62.1,59.0,6.77,6.72,4.19,5474
2.01,Ideal,I,SI2,62.1,57.0,8.07,8.03,5.0,12338
0.8,Ideal,F,SI1,61.0,56.0,5.98,6.05,3.67,3137
1.09,Ideal,F,VS2,60.9,54.0,6.66,6.73,4.08,7385
0.32,Ideal,G,VS1,61.3,55.0,4.42,4.46,2.72,645
0.86,Premium,F,SI1,62.6,58.0,6.01,6.06,3.78,3372
0.56,Ideal,G,VVS2,62.0,54.0,5.28,5.32,3.29,1949
1.2,Good,I,VS1,59.6,61.0,6.84,6.89,4.09,5818
0.32,Ideal,E,SI1,61.9,56.0,4.39,4.43,2.73,561
0.23,Very Good,G,VS1,62.2,55.0,3.93,3.95,2.45,391
0.41,Premium,F,VS1,61.1,58.0,4.74,4.78,2.91,1007
1.01,Premium,F,VVS1,62.5,58.0,6.35,6.41,3.99,7741
1.34,Very Good,H,VS2,61.4,58.0,7.13,7.07,4.36,7965
1.35,Ideal,J,SI1,61.9,56.0,7.1,7.08,4.39,6124
0.6,Ideal,G,VS1,61.6,56.0,5.44,5.47,3.36,2131
0.32,Ideal,G,VS1,62.3,55.0,4.4,4.37,2.73,828
0.76,Ideal,D,VS1,61.1,54.0,5.86,5.89,3.59,3353
0.7,Ideal,D,SI1,61.8,56.0,5.63,5.73,3.51,2872
0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,4135
0.35,Ideal,D,VS2,61.5,56.0,4.53,4.55,2.79,829
1.03,Ideal,I,VS1,61.3,53.0,6.54,6.57,4.01,5181
1.0,Premium,D,SI1,59.5,60.0,6.49,6.42,3.84,5488
0.37,Ideal,G,IF,61.2,56.0,4.61,4.64,2.83,1056
1.51,Premium,I,VS1,61.1,61.0,7.37,7.32,4.49,10401
0.77,Ideal,D,SI2,62.1,56.0,5.83,5.89,3.64,2896
1.5,Good,I,SI1,61.1,63.0,7.27,7.34,4.46,8254
0.56,Ideal,D,VS2,61.2,56.0,5.35,5.3,3.26,2066
0.4,Premium,D,VS2,61.7,59.0,4.73,4.76,2.93,982
0.31,Premium,H,VVS1,62.1,58.0,4.33,4.36,2.7,707
0.71,Premium,D,SI1,62.7,60.0,5.67,5.71,3.57,2797
0.3,Very Good,H,VS2,61.1,61.0,4.31,4.33,2.64,473
0.25,Premium,E,VVS2,62.0,59.0,4.05,4.08,2.52,576
0.42,Good,E,VVS2,64.1,57.0,4.7,4.73,3.02,1269
1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,10029
0.75,Very Good,F,SI2,60.5,57.0,5.88,5.95,3.58,2274
0.43,Very Good,F,VS2,62.5,60.0,4.81,4.86,3.02,804
0.31,Ideal,I,SI1,62.7,56.0,4.34,4.3,2.71,523
0.7,Very Good,I,VS1,62.4,56.0,5.65,5.69,3.54,2398
0.7,Premium,F,VVS1,61.9,59.0,5.67,5.6,3.49,3109
0.32,Very Good,J,VS2,60.0,61.0,4.45,4.49,2.68,393
0.85,Ideal,G,VS1,61.8,55.0,6.09,6.11,3.77,4373
0.5,Fair,F,SI2,65.5,54.0,5.06,4.92,3.25,1031
0.32,Ideal,I,SI1,60.7,57.0,4.42,4.47,2.7,432
1.17,Premium,F,VS2,62.4,56.0,6.76,6.71,4.2,7568
1.12,Premium,H,SI1,62.2,60.0,6.65,6.59,4.12,5363
0.7,Ideal,I,VS2,62.1,54.6,5.68,5.72,3.54,2240
0.5,Very Good,E,SI2,61.4,58.0,5.09,5.11,3.13,1154
0.5,Ideal,F,SI2,61.6,57.0,5.14,5.08,3.15,1016
0.5,Very Good,D,SI1,58.8,60.0,5.17,5.23,3.06,1436
2.07,Ideal,J,VS2,62.2,56.0,8.2,8.16,5.09,11500
0.72,Ideal,I,VVS2,62.4,53.0,5.75,5.78,3.6,2340
0.27,Premium,D,VS2,59.6,61.0,4.26,4.23,2.53,567
0.81,Ideal,F,VVS2,62.3,54.0,5.94,6.01,3.72,4630
1.36,Very Good,G,VVS2,60.8,60.0,7.12,7.16,4.34,11774
0.9,Premium,E,SI1,59.1,62.0,6.33,6.3,3.73,4385
0.31,Premium,H,SI1,61.1,57.0,4.35,4.32,2.65,573
1.0,Very Good,F,SI1,63.1,57.0,6.37,6.33,4.01,4704
0.74,Premium,F,SI1,58.8,61.0,5.88,5.82,3.44,2042
1.51,Premium,E,SI2,62.0,62.0,7.16,7.09,4.42,7610
0.9,Premium,H,VS2,61.7,59.0,6.13,6.19,3.8,4266
0.42,Ideal,G,VVS1,61.6,55.0,4.81,4.87,2.98,1179
0.85,Premium,D,SI2,60.5,60.0,6.11,6.06,3.68,2737
0.7,Ideal,F,VVS1,62.5,57.0,5.62,5.67,3.53,3683
1.2,Premium,G,VS2,59.6,58.0,6.94,6.89,4.12,7258
0.3,Ideal,D,VS2,61.3,57.0,4.36,4.32,2.66,911
0.33,Ideal,E,VS2,62.1,56.0,4.46,4.43,2.76,928
2.33,Very Good,H,SI2,63.2,56.0,8.44,8.35,5.31,13500
0.44,Premium,D,VS1,60.2,59.0,4.93,4.91,2.96,1232
0.41,Ideal,G,VVS1,62.4,55.0,4.74,4.78,2.97,1068
2.16,Ideal,I,SI2,61.9,54.0,8.29,8.33,5.14,15124
0.38,Very Good,E,VVS2,59.7,63.0,4.71,4.73,2.82,1157
0.32,Ideal,F,IF,61.2,57.0,4.4,4.42,2.7,949
0.9,Very Good,D,SI2,61.0,59.0,6.14,6.18,3.76,3806
0.41,Premium,G,VS1,61.9,58.0,4.78,4.75,2.95,961
1.14,Ideal,F,VVS2,62.7,55.0,6.7,6.6,4.17,9316
0.53,Ideal,G,VVS2,61.0,56.0,5.21,5.25,3.19,1946
0.36,Very Good,G,VS1,61.4,55.0,4.63,4.65,2.85,903
0.42,Ideal,D,SI1,62.1,54.0,4.84,4.86,3.01,761
0.42,Ideal,E,VS2,61.7,56.0,4.8,4.82,2.97,958
0.9,Ideal,G,VS2,62.7,56.0,6.25,6.15,3.89,4133
0.32,Ideal,I,VS2,60.3,56.0,4.45,4.44,2.68,576
1.2,Premium,E,SI1,62.5,56.0,6.75,6.71,4.21,6742
0.74,Ideal,I,VS1,60.8,57.0,5.86,5.88,3.57,2557
1.04,Ideal,H,VS1,62.7,57.0,6.42,6.46,4.04,5577
0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,1395
0.38,Premium,F,SI1,62.7,58.0,4.62,4.6,2.89,898
1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6485
1.8,Premium,I,SI1,61.9,60.0,7.78,7.74,4.8,11948
0.32,Very Good,H,VVS1,62.7,57.0,4.36,4.41,2.75,730
0.91,Fair,E,SI1,65.0,62.0,6.09,6.04,3.94,4256
1.15,Premium,D,SI1,63.0,57.0,6.69,6.64,4.2,6942
0.31,Ideal,D,VS2,62.1,55.0,4.32,4.38,2.7,636
0.3,Very Good,D,SI1,63.3,59.0,4.25,4.22,2.68,709
1.21,Fair,H,SI1,69.6,55.0,6.49,6.42,4.49,3862
1.01,Very Good,E,VS2,62.9,57.0,6.34,6.42,4.01,6552
0.35,Premium,H,VVS2,62.7,58.0,4.5,4.46,2.81,906
0.71,Very Good,I,SI1,62.6,59.0,5.67,5.7,3.56,2218
0.42,Good,F,VS1,59.9,65.0,4.83,4.89,2.91,1088
1.15,Premium,I,SI1,62.2,56.0,6.77,6.67,4.18,4637
0.3,Ideal,G,SI1,61.4,57.0,4.28,4.32,2.64,477
0.52,Very Good,E,VS2,63.3,56.0,5.12,5.08,3.23,1670
0.73,Ideal,G,SI1,61.4,58.0,5.77,5.79,3.55,2630
0.9,Good,D,SI1,64.1,56.0,6.07,6.04,3.88,3689
1.32,Very Good,H,SI1,63.5,57.0,6.88,6.92,4.38,5717
0.32,Very Good,G,IF,62.9,55.0,4.37,4.4,2.75,872
1.03,Ideal,E,VS1,61.7,56.0,6.47,6.53,4.01,8284
1.01,Very Good,F,SI2,62.3,59.0,6.31,6.37,3.95,4384
1.02,Ideal,E,VS2,62.7,56.0,6.44,6.38,4.02,6854
1.0,Very Good,F,VVS2,61.4,58.0,6.36,6.41,3.92,8216
0.32,Premium,G,VVS2,60.2,60.0,4.42,4.45,2.67,730
1.0,Premium,D,VS1,62.7,62.0,6.23,6.21,3.9,7812
0.3,Premium,E,VS1,61.4,59.0,4.32,4.28,2.64,814
0.91,Good,F,VS1,63.1,59.0,6.14,6.19,3.89,4502
0.54,Ideal,F,SI2,61.8,56.0,5.26,5.29,3.26,1065
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,707
0.73,Premium,I,VVS2,59.3,59.0,5.91,5.87,3.49,2234
1.04,Very Good,D,SI1,61.5,58.0,6.48,6.53,4.0,5605
0.44,Very Good,J,VS1,63.1,57.0,4.87,4.83,3.06,891
1.01,Ideal,G,VVS2,60.6,57.0,6.54,6.5,3.95,7167
0.74,Ideal,E,VS2,60.2,55.0,5.87,5.92,3.55,3518
0.38,Ideal,F,VS2,62.0,56.0,4.63,4.66,2.88,800
0.71,Ideal,G,VS1,61.8,56.1,5.72,5.74,3.54,3123
0.32,Premium,E,VS2,61.3,59.0,4.35,4.39,2.68,702
1.5,Very Good,E,SI1,60.5,63.0,7.42,7.35,4.48,10046
0.3,Premium,G,VS1,62.3,59.0,4.3,4.27,2.67,776
1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,8996
0.56,Ideal,H,VVS1,62.1,54.0,5.28,5.31,3.29,1819
0.35,Ideal,D,VS2,61.3,56.0,4.56,4.54,2.79,1063
1.14,Ideal,D,VS1,59.8,57.0,6.83,6.74,4.06,9193
1.31,Ideal,G,VVS1,61.1,57.0,7.01,7.06,4.3,11146
0.25,Premium,E,VVS1,62.9,58.0,4.03,4.01,2.53,740
1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,8033
1.21,Ideal,H,VS1,62.0,57.0,6.79,6.75,4.19,5902
1.0,Ideal,H,VS2,62.5,56.0,6.41,6.33,3.98,5139
1.01,Ideal,G,SI1,61.5,56.0,6.52,6.46,3.99,4129
1.02,Premium,F,SI2,60.3,59.0,6.53,6.5,3.93,4318
0.32,Ideal,H,SI2,60.9,56.0,4.41,4.45,2.7,434
1.0,Premium,H,SI1,62.2,51.0,6.47,6.4,4.0,3511
0.32,Premium,J,SI1,61.6,58.0,4.4,4.36,2.7,480
0.7,Premium,G,I1,62.3,56.0,5.66,5.61,3.51,1206
0.3,Ideal,F,VS1,61.3,55.0,4.32,4.36,2.66,570
0.38,Premium,G,VS1,61.9,58.0,4.62,4.66,2.87,833
1.02,Ideal,F,VVS2,60.9,56.0,6.54,6.49,3.97,9870
1.58,Premium,I,VS2,59.4,61.0,7.66,7.63,4.54,8583
0.23,Very Good,E,VVS2,62.8,58.0,3.92,3.94,2.47,505
1.57,Ideal,J,SI1,62.0,56.0,7.5,7.46,4.64,7640
0.42,Very Good,G,SI1,63.2,57.0,4.79,4.77,3.02,945
1.26,Ideal,D,SI2,61.6,56.0,6.99,6.95,4.3,5412
0.55,Ideal,H,IF,61.7,55.0,5.27,5.29,3.26,2133
1.59,Good,G,SI1,63.8,56.0,7.41,7.34,4.71,8441
1.0,Very Good,F,SI2,62.8,57.0,6.37,6.44,4.02,4081
0.31,Ideal,E,VS1,61.8,56.0,4.34,4.37,2.69,734
0.51,Premium,E,VS1,61.9,58.0,5.15,5.1,3.17,1928
0.73,Premium,I,VS1,61.8,62.0,5.78,5.72,3.55,2197
0.6,Ideal,E,VVS1,62.5,53.7,5.35,5.43,3.38,3082
0.74,Premium,E,VS1,60.9,62.0,5.83,5.8,3.54,2999
0.82,Ideal,D,SI1,61.6,57.0,6.02,6.06,3.72,4135
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,11392
0.71,Good,J,VS2,60.6,61.0,5.7,5.79,3.48,1922
2.0,Very Good,G,SI2,64.0,58.0,7.86,7.95,5.06,14074
0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,804
0.9,Ideal,I,SI2,61.9,57.0,6.19,6.13,3.81,2909
0.73,Ideal,G,VS1,60.8,58.0,5.81,5.87,3.55,3342
0.3,Premium,E,VVS1,60.0,60.0,4.35,4.38,2.62,895
0.62,Very Good,H,VS2,61.8,57.0,5.47,5.5,3.39,1734
0.64,Ideal,D,SI1,62.1,56.0,5.5,5.55,3.43,1967
1.01,Ideal,G,IF,61.5,58.0,6.44,6.47,3.97,8869
1.22,Premium,E,SI1,62.6,58.0,6.8,6.78,4.25,7395
0.41,Good,J,IF,63.5,54.0,4.7,4.75,3.0,827
0.88,Premium,F,VS1,60.7,55.0,6.28,6.22,3.79,3921
0.7,Premium,F,SI2,59.8,56.0,5.78,5.73,3.44,2184
0.4,Premium,F,VVS1,60.8,59.0,4.74,4.76,2.89,1263
0.36,Very Good,I,VS1,60.3,60.0,4.58,4.64,2.78,568
3.01,Premium,G,SI2,59.8,58.0,9.44,9.37,5.62,14220
1.51,Premium,F,SI1,62.2,58.0,7.32,7.27,4.54,11374
1.18,Ideal,H,VS1,64.9,58.0,6.57,6.53,4.25,7216
0.3,Premium,E,VS2,62.5,58.0,4.31,4.26,2.68,844
0.32,Ideal,H,VS2,62.8,55.0,4.41,4.38,2.76,648
0.54,Good,E,SI1,57.2,59.0,5.37,5.32,3.06,1323
0.7,Ideal,F,VS2,62.7,55.0,5.66,5.69,3.56,3011
0.4,Ideal,G,VS2,62.3,57.0,4.7,4.71,2.93,807
1.16,Ideal,I,SI1,62.6,57.0,6.71,6.67,4.19,5091
0.42,Ideal,D,SI1,61.9,56.0,4.84,4.82,2.99,1040
0.43,Ideal,G,IF,61.6,57.0,4.84,4.81,2.97,1341
0.5,Premium,E,VS2,61.8,58.0,5.07,5.09,3.14,1624
0.3,Very Good,D,SI2,61.4,59.0,4.26,4.31,2.63,447
0.3,Premium,F,VVS1,61.8,59.0,4.29,4.26,2.64,1114
1.01,Premium,G,VS2,62.0,59.0,6.41,6.36,3.96,6108
0.9,Very Good,H,SI1,60.8,57.0,6.22,6.25,3.79,3770
0.71,Ideal,G,SI1,62.1,54.0,5.72,5.77,3.57,2513
1.3,Ideal,F,VVS2,62.1,55.0,6.96,7.04,4.35,12629
0.56,Premium,G,VS1,61.0,60.0,5.39,5.32,3.27,1999
1.03,Premium,E,VS2,61.3,61.0,6.53,6.46,3.98,5906
1.3,Premium,D,SI2,60.2,59.0,7.05,7.0,4.23,7130
1.5,Good,I,VS2,61.3,61.0,7.31,7.38,4.5,8920
0.38,Premium,F,VVS1,59.2,58.0,4.8,4.76,2.83,1257
1.24,Ideal,E,VS2,62.9,56.0,6.84,6.79,4.29,9111
0.32,Ideal,G,VVS1,61.1,55.0,4.45,4.48,2.73,814
1.87,Premium,E,SI1,61.9,58.0,7.94,7.88,4.9,16232
1.51,Ideal,H,VS1,62.3,57.0,7.34,7.29,4.55,11967
1.71,Ideal,H,VS2,61.9,57.0,7.67,7.61,4.73,9618
0.81,Premium,H,VVS2,62.8,58.0,5.92,5.89,3.71,3266
0.34,Premium,E,SI1,60.3,57.0,4.56,4.53,2.74,765
0.78,Ideal,D,VS2,62.2,55.0,5.87,5.97,3.68,3864
0.3,Very Good,H,VVS2,63.0,56.0,4.23,4.28,2.68,605
1.0,Very Good,E,VS1,63.0,56.0,6.39,6.41,4.03,7453
0.43,Very Good,G,SI1,60.4,58.0,4.87,4.9,2.95,754
0.37,Very Good,E,VVS2,59.7,61.0,4.67,4.71,2.8,844
0.66,Ideal,E,SI2,61.9,55.0,5.61,5.64,3.48,1560
0.59,Very Good,D,SI1,62.3,54.0,5.38,5.41,3.36,1816
0.31,Premium,H,SI2,59.5,59.0,4.45,4.39,2.63,501
2.01,Premium,I,VS2,61.1,60.0,8.12,8.06,4.94,17592
1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,8931
0.27,Very Good,D,VS1,60.4,59.0,4.15,4.2,2.52,470
0.54,Ideal,D,SI2,61.3,57.0,5.27,5.24,3.22,1247
0.38,Ideal,F,VVS1,62.0,54.7,4.62,4.67,2.88,1101
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3003
0.74,Premium,F,VS2,62.3,58.0,5.77,5.72,3.58,2560
0.56,Ideal,G,VS1,62.0,56.0,5.28,5.3,3.28,1822
0.7,Ideal,F,VS1,61.2,54.0,5.92,5.64,3.54,2940
0.32,Ideal,D,SI1,62.1,54.0,4.4,4.45,2.75,715
0.25,Very Good,E,VS2,63.3,60.0,4.0,4.03,2.54,404
1.52,Good,F,SI2,58.2,60.0,7.52,7.63,4.41,9028
1.1,Premium,H,VS1,61.3,58.0,6.66,6.61,4.07,5673
0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,990
0.7,Good,I,VS2,57.1,61.0,5.9,5.93,3.38,2010
0.52,Ideal,D,VS2,61.5,56.0,5.19,5.15,3.18,1919
1.21,Ideal,I,I1,61.3,57.0,6.94,6.89,4.24,3686
0.32,Ideal,D,VS2,62.2,56.0,4.39,4.36,2.72,972
0.43,Ideal,H,VS2,62.3,54.0,4.85,4.88,3.03,778
0.4,Good,G,VS2,63.8,59.0,4.64,4.57,2.94,807
0.8,Good,G,SI2,63.7,58.0,5.88,5.83,3.73,2484
0.77,Very Good,F,VS2,62.6,55.0,5.85,5.88,3.67,3692
1.2,Ideal,G,SI1,61.2,56.0,6.92,6.84,4.21,6502
1.2,Premium,H,SI2,62.8,61.0,6.7,6.62,4.18,4973
1.01,Very Good,F,SI1,60.3,60.0,6.46,6.55,3.92,4972
0.43,Very Good,G,VVS2,60.2,56.0,4.95,4.97,2.99,976
0.34,Ideal,G,VS2,62.5,57.0,4.5,4.46,2.8,765
0.54,Premium,D,VS2,61.6,56.0,5.24,5.18,3.21,1627
1.04,Good,H,SI2,57.9,58.0,6.72,6.68,3.88,4193
3.01,Fair,H,I1,56.1,62.0,9.54,9.38,5.31,10761
0.68,Very Good,E,SI1,58.2,60.0,5.75,5.79,3.36,1918
0.51,Premium,F,VS2,63.0,55.0,5.1,5.06,3.2,1574
1.03,Ideal,G,SI1,61.1,57.0,6.58,6.54,4.01,5241
0.58,Ideal,E,VS2,60.6,56.0,5.43,5.47,3.3,1809
0.91,Good,E,SI1,63.6,57.0,6.13,6.1,3.89,4611
1.01,Very Good,G,SI1,63.4,58.0,6.29,6.4,4.02,5051
0.3,Ideal,D,VVS2,61.6,56.0,4.32,4.35,2.67,1041
0.33,Very Good,G,VS2,60.6,61.0,4.46,4.49,2.71,579
0.27,Very Good,F,VVS2,61.2,57.0,4.14,4.17,2.54,682
1.24,Premium,F,SI1,61.4,62.0,6.94,6.88,4.24,6125
0.41,Very Good,D,SI1,63.1,57.0,4.73,4.68,2.97,920
0.9,Ideal,I,SI1,60.8,57.0,6.22,6.25,3.79,3308
0.5,Good,F,VS2,63.6,57.0,5.03,5.07,3.21,1436
0.71,Good,H,SI1,58.4,62.1,5.8,5.83,3.4,2282
0.71,Ideal,F,SI2,60.7,57.0,5.78,5.81,3.52,2291
0.32,Ideal,H,VS1,63.0,55.0,4.42,4.4,2.78,720
0.9,Premium,F,SI1,61.4,55.0,6.18,6.16,3.79,4435
1.0,Very Good,F,VS2,61.9,58.0,6.41,6.49,3.99,6927
0.71,Good,F,VS2,63.8,58.0,5.64,5.61,3.59,2801
1.21,Very Good,G,SI2,59.6,60.0,6.92,6.94,4.13,5556
1.5,Fair,F,SI1,64.6,60.0,7.18,7.1,4.61,11154
0.98,Ideal,I,SI2,62.6,54.0,6.35,6.39,3.99,3873
0.91,Good,H,SI1,63.9,60.0,6.13,6.08,3.9,3425
0.43,Ideal,I,SI1,60.9,57.0,4.88,4.9,2.98,852
0.41,Premium,E,VS1,61.8,58.0,4.73,4.75,2.93,1079
0.36,Very Good,D,VS2,64.0,56.0,4.49,4.51,2.88,759
0.4,Ideal,G,VVS1,61.7,55.0,4.73,4.76,2.93,1374
0.42,Premium,G,VS2,59.8,58.0,4.86,4.9,2.92,847
1.07,Ideal,H,VS2,62.0,57.0,6.55,6.58,4.07,5820
1.75,Ideal,I,VS2,61.0,56.0,7.75,7.82,4.75,12127
0.9,Ideal,F,VS2,62.0,56.0,6.23,6.15,3.84,4838
0.72,Ideal,D,SI1,62.2,56.0,5.74,5.77,3.58,2804
0.41,Premium,G,VS2,61.6,58.0,4.78,4.73,2.93,1061
1.02,Ideal,H,SI2,60.7,57.0,6.54,6.51,3.96,4398
1.01,Premium,H,VS2,62.9,60.0,6.33,6.22,3.95,4559
1.01,Very Good,J,VS2,63.3,54.0,6.42,6.34,4.04,3620
0.31,Fair,E,VS2,55.9,62.0,4.6,4.56,2.56,581
0.38,Ideal,F,VS1,62.5,53.8,4.62,4.65,2.89,916
0.52,Ideal,G,VS1,62.4,55.1,5.11,5.15,3.2,1758
1.21,Premium,F,SI1,61.6,59.0,6.82,6.79,4.19,7257
0.61,Very Good,G,SI1,59.7,63.0,5.5,5.43,3.26,1548
1.55,Premium,J,SI2,62.6,57.0,7.37,7.32,4.6,6890
0.23,Ideal,E,VVS2,62.8,57.0,3.91,3.96,2.47,530
0.43,Good,E,SI1,63.2,57.0,4.78,4.84,3.04,739
1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14,7079
0.71,Ideal,G,SI2,61.8,56.0,5.7,5.72,3.53,2031
